sample_id,group,Acutalibacteraceae bacterium,Agathobacter rectalis,Agathobacter rectalis ATCC 33656,Agathobacter sp.,Akkermansia muciniphila,Alistipes,Alistipes finegoldii,Alistipes onderdonkii,Alistipes putredinis,Alistipes shahii,Alistipes sp.,Anaerobutyricum hallii,Anaerostipes hadrus,Bacilli bacterium,Bacillota,Bacillota bacterium,Bacteriophage sp.,Bacteroidaceae,Bacteroidaceae bacterium,Bacteroidales bacterium,Bacteroides,Bacteroides caccae,Bacteroides cellulosilyticus,Bacteroides eggerthii,Bacteroides faecis,Bacteroides finegoldii,Bacteroides fragilis,Bacteroides fragilis str. 3397 T10,Bacteroides intestinalis,Bacteroides ovatus,Bacteroides sp.,Bacteroides thetaiotaomicron,Bacteroides uniformis,Bacteroides xylanisolvens,Barnesiella intestinihominis,Barnesiella sp.,Bifidobacterium longum,Bifidobacterium pseudocatenulatum,Blautia,Blautia massiliensis (ex Durand et al. 2017),Blautia sp.,Blautia sp. OF11-22,Blautia wexlerae,Brotocaccenecus cirricatena,Caudoviricetes sp.,Christensenellaceae bacterium,Christensenellales bacterium,Clostridia bacterium,Clostridiaceae bacterium,Clostridiales bacterium,Clostridium sp.,Clostridium sp. AF34-10BH,Collinsella sp.,Coprococcus eutactus,Dialister sp.,Enterocloster bolteae,Escherichia albertii B156,Eubacteriaceae bacterium Marseille-Q4139,Eubacterium ramulus ATCC 29099,Faecalibacillus sp. H12,Faecalibacterium,Faecalibacterium phage FP_Taranis,Faecalibacterium prausnitzii M21/2,Flavobacterium tibetense,Fusibacter tunisiensis,Gelidibacter sp.,Gemella sanguinis,Gemmiger formicilis,Gemmiger gallinarum,Intestinimonas,Lachnoclostridium sp. YL32,Lachnospira pectinoschiza,Lachnospira sp.,Mediterraneibacter faecis,Oscillibacter hominis,Oscillibacter valericigenes,Oscillibacter valericigenes Sjm18-20,Pantoea sp.,Parabacteroides chinchillae,Parabacteroides leei,Phascolarctobacterium faecium,Phascolarctobacterium succinatutens CAG:287,Phocaeicola,Phocaeicola coprocola CAG:162,Phocaeicola coprophilus CAG:333,Phocaeicola fibrisolvens,Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,Phocaeicola salanitronis DSM 18170,Phocaeicola sp.,Prevotella pectinovora,Prevotella sp. tf2-5,Romboutsia sp.,Roseburia amylophila,Roseburia difficilis,Ruminococcus bicirculans (ex Wegman et al. 2014),Ruminococcus hominis,Segatella,Slackia exigua,Streptomyces sp. DSM 41524,Subdoligranulum sp. AF14-43,Veillonellaceae bacterium
ERR912200,controle,2873,433444,33915,130525,107191,112092,32167,21159,62790,8912,15325,8472,156625,192933,220951,666421,304866,173938,9354,5937,1135463,140239,125772,7879,11084,22394,22469,4664,96265,156301,94306,177267,191215,118611,1481,815,66740,5612,407624,59615,173156,8368,270584,3394,390486,52883,141939,96533,645397,920514,39307,34281,38470,2694,2959,14412,55173,21469,84549,146570,19492,634665,376242,41662,265827,94849,86758,299455,392695,22821,200759,640382,667019,25594,79302,48659,512903,151366,60073,229899,1676,279099,5416,2087,318225,86514,16207,38931,328192,1601717,7973,243558,624810,264713,112408,636788,164568,7123,151858,18346,12765
ERR912133,controle,124347,164456,15637,86159,46725,656094,8407,10255,480309,17927,55835,8441,3516,222,46463,86289,1036554,173438,9935,3138,551020,95260,18188,32309,63887,16916,18736,3133,105302,114528,104673,41081,135729,63547,144144,42757,4917,8985,22344,3817,12343,960,17092,4744,297987,1686,3261,24586,944,43692,12299,17835,5510,19154,119391,2496,26593,4764,46036,91995,11529,204441,62833,9309,19213,6169,20953,7028,14769,3448,70012,92829,241784,6057,50907,11399,238476,207798,161751,139270,48819,592370,23957,4903,60790,185889,2354443,42983,523552,377419,402958,368645,518766,34863,8110,50104,15400494,5879,6486,5673,1001
SRR8556900,controle,1296,24009,1898,14247,9191,148509,14496,4017,64703,5428,31081,1759,11333,4778,11958,20347,36979,60262,11219,5184,168131,33008,5103,4027,2296,6195,4280,440,5882,32752,46685,37955,51097,10275,10251,5892,1058,5229,5433,1362,2951,376,5433,596,134059,359,1338,2707,2678,29719,8469,3320,1198,3026,206,846,49410,1045,21351,56751,10083,99164,70410,2517,6940,10126,19781,4606,14768,651,5538,30072,38637,779,9449,1891,51478,23682,16999,25180,3114,205992,3047,319,23542,96787,4524,12094,183334,628269,66483,48321,58983,2676,2575,14175,3817485,1389,5111,4191,229
SRR8556918,controle,674,4717,152,3663,2441,165498,9135,53784,4352,3000,17235,1176,530,311,8680,10714,78453,276141,641,33639,1527750,5644,139746,1209,5392,6207,53556,2170,27244,345934,100628,37841,654511,52456,1501,247,2076,1865,21826,1046,4260,92,14838,225,16279,145,401,765,169,3174,3266,1979,198,416,222,1564,32853,270,1696,549,528,4496,1725,7447,1425,45,998,281,408,927,7558,19562,29121,1637,3536,4506,2359,152842,106730,104319,229,742593,1086,376,70454,3946,3461,43640,733078,4901,20,12473,15720,9445,618,2425,2103,607,596,311,80
SRR6784540,controle,3615,426990,45875,77587,398276,68743,50538,14774,28201,22513,35869,61650,102250,9979,404004,84576,2716192,320754,2611,281909,1799543,107942,12451,8870,165785,25754,36874,21341,27291,741752,150301,167311,329452,320929,8416,1926,75212,5218,110408,13040,77099,7203,110306,3837,720179,9656,8730,48854,32375,123553,292918,26774,14945,8780,4194,28326,104989,14541,288760,782941,141676,2186576,591023,80455,186078,113553,399923,15316,142266,12183,14365,421715,383976,162814,31105,50809,175936,255901,153306,249374,34536,796291,4461,3601,137553,10372,14970,77511,922777,25823,1459,27231,33836,36866,23548,73415,21307,17785,76950,101140,841
SRR6784567,controle,8113,83396,4873,31189,2165,79167,5287,19396,14814,22772,152093,33128,42578,17190,67511,99782,90479,115899,35410,249767,387043,33516,18440,16776,12708,18994,29604,2371,7573,123893,61446,42415,203150,45951,31750,19321,2398,2546,35306,4610,46478,758,33134,2621,501804,7118,4214,76273,5137,154627,192101,10606,8053,5573,2504,3706,131241,8684,432687,67681,10538,234822,89220,22334,16532,2569,11592,4592,9180,3011,313433,292975,351040,12140,34847,5645,218944,217122,157325,153495,1049,278960,4362,1858,87638,19072,41872,32759,311216,3068170,800738,69882,104656,55542,6924,47213,9296734,4573,3047,4589,1266
SRR8556969,controle,20694,77569,9374,18384,682,4485,2123,1127,1708,2043,151103,2397,4687,10857,11574,35410,50710,8459,17143,268928,38982,5402,5929,13689,1375,1883,5263,742,2501,13347,10945,14687,17002,11146,1029,288,308,120,5959,510,2027,205,6084,2464,130246,4703,684,31541,28059,37764,27530,221,1329,5562,3739,766,30201,4133,24647,47978,4820,84300,65456,2869,3832,10476,26309,2914,13987,2302,1223,12670,33460,726,14410,1909,114238,31921,37164,12838,889,10603,957,191,46538,444,5796,3660,23124,775039,16160,2226,5697,4705,6399,8962,1094775,719,5896,5788,693
ERR911991,controle,6875,89312,4961,29033,783,374684,13232,12552,272202,7146,791614,14758,90001,2303,63182,68746,171597,529339,44443,2674143,2200178,80499,45405,4059221,34672,47160,61389,5404,1762463,295797,346219,103042,408637,123822,117322,39986,13275,7203,46608,3068,17186,1217,36590,2007,165462,1552,5385,37051,2477,49785,54602,10474,3968,11083,881,3823,49950,2149,134384,84052,8979,281633,133680,10953,23217,7304,26315,8442,18736,2991,181903,117164,461133,6226,13610,5462,96847,238582,129052,279365,2008,1917284,343596,8845,1750986,434795,36906,194603,1291125,100894,2229,97791,154087,26879,18468,25734,24612,3947,9688,8711,766
SRR24907942,controle,129039,29903,2353,6087,41926,212511,22666,5386,76370,11503,60477,11793,8089,151050,53331,121046,53435,51124,1458,19928,96877,3180,71053,11842,1162,3844,5664,302,10506,12274,18688,13809,18619,6351,3346,1518,1986,430,49061,4537,13588,842,24988,10280,151854,6452,7674,189526,5490,216184,24739,477,7888,44065,683,2156,14188,7448,39330,46473,3178,177998,68554,15181,30550,10886,21879,17462,33991,11705,47438,49653,50309,2137,46382,17268,552716,92503,43609,87003,2280,220686,966,195,16369,113350,2327,9594,164522,19853,1447,4326,7865,7973,13815,125576,88536,782,13571,9950,3517
ERR912192,enx,46,28,1,0,1,3,58,44,0,0,0,50,14,4,0,10,0,16,31,10,73,0,162,0,0,0,201,0,0,4,5,253,2,3,21,0,3,18,20,0,9,3,2,0,319,0,2,19,6,21,14,0,3,1,2,0,75,15,2,0,0,6,8,1,38,0,0,0,125,81,0,37,6,0,3,0,8,2,59,3,0,4,0,0,0,30,0,0,0,27,0,0,1,0,0,1,0,0,6,0,5
ERR912130,enx,22,45,0,21,2,6,50,0,2,4,1,65,12,1,0,39,48,20,227,5,160,0,11,4,70,0,98,20,6,114,23,47,54,3,152,11,6,6,104,1,30,7,11,1,164,0,7,51,16,41,10,28,1,1,21,0,59,5,5,0,0,57,14,3,4,0,21,15,193,54,7,46,24,4,28,0,157,2,109,0,8,0,0,4,0,49,0,0,45,17,0,1,22,2,0,31,9,0,1,0,17
ERR912070,enx,1,5,0,0,7,9,0,0,0,5,0,45,13,5,0,68,0,118,74,0,100,0,86,0,34,0,24,5,1,33,6,158,40,3,15,0,14,10,2,1,3,17,27,1,178,0,70,53,26,40,21,0,19,3,0,4,0,13,95,2,13,47,8,2,0,14,2,12,39,3,14,5,39,80,74,0,22,0,25,0,19,0,0,13,0,41,0,0,11,24,139,4,28,0,0,34,0,0,0,0,2
ERR912161,enx,20,21,0,0,5,4,2,0,0,14,0,24,6,0,2,9,14,113,13,0,36,0,17,0,86,0,3,26,2,118,12,316,78,7,13,1,43,0,0,0,0,10,15,0,400,0,4,7,9,75,235,10,11,7,6,1,0,117,133,2,0,86,20,1,8,0,1,1,1,0,0,5,32,44,6,0,8,0,26,0,54,8,0,15,0,81,0,0,183,11,35,2,60,13,6,30,0,3,0,0,0
ERR912120,enx,2,10,0,0,3,1,20,0,0,22,0,468,3,2,0,28,22,0,1338,9,37,0,0,0,2,0,44,33,16,0,32,28,40,5,36,0,13,5,0,0,0,0,1,0,54,0,0,546,2,10,15,0,3,14,4,0,7,2,3,0,0,8,2,10,2,0,0,3,12,14,0,16,5,5,495,0,11,3,0,0,0,0,0,61,0,2,0,8,0,4,3,0,31,33,0,1024,70,4,3,10,8
ERR912078,enx,1,5,1,1,1,3,1,0,1,35,5,6,16,13,0,50,7,25,10,1,83,2,27,0,151,0,12,41,2,43,32,107,128,16,16,7,0,0,0,12,5,3,8,25,254,1,8,224,6,26,45,0,17,2,1,0,6,19,31,0,0,20,25,5,15,8,0,4,23,41,5,9,54,4,31,0,5,0,48,0,2,4,0,22,0,67,0,0,52,54,17,368,52,0,3,32,3,0,0,2,0
ERR912185,enx,16,14,0,0,8,278,11,0,0,5,0,16,6,0,0,23,9,0,9,13,28,203,44,0,0,0,50,10,4,4,17,101,9,0,9,0,31,0,0,0,5,27,0,0,82,0,38,2,5,83,150,0,3,0,0,0,0,34,12,0,0,26,14,1,48,0,0,0,38,18,187,10,0,0,16,0,6,0,0,0,0,0,7,0,4,0,0,0,13,0,0,0,2,0,0,61,0,0,0,0,46
ERR912067,enx,7,32,0,25,6,32,2,0,0,21,5,19,21,1,0,41,28,38,33,2,21,0,55,0,7,0,147,23,3,47,11,97,15,29,9,15,3,4,3,0,1,18,14,10,156,1,3,108,34,68,15,11,10,7,8,0,6,5,64,0,0,26,12,7,7,0,0,16,38,0,0,4,54,16,47,0,29,152,17,0,9,0,2,162,0,121,0,4,10,10,17,10,65,0,0,38,0,4,44,27,10
ERR912151,enx,4,28,0,2,22,1,2,6,0,3,3,14,10,6,1,27,5,57,84,5,14,0,19,0,29,0,107,83,1,40,3,343,24,20,22,2,1,22,7,0,15,16,12,1,225,0,44,33,37,40,13,1,5,2,10,0,7,8,20,23,0,73,9,4,2,3,1,2,94,27,0,8,8,10,48,1,40,28,28,0,0,62,0,11,0,147,0,3,10,34,27,34,8,0,0,46,0,3,1,1,4
ERR912077,enx,1,11,0,0,8,2,2,2,0,4,1,11,2,19,2,17,0,23,15,2,12,8,124,0,2,0,28,12,2,17,11,216,53,0,8,9,2,5,0,4,4,10,1,0,208,0,5,16,29,45,9,0,5,1,1,6,13,3,16,2,8,78,30,0,20,4,1,0,5,41,0,0,7,3,23,0,9,2,9,136,16,0,11,6,0,66,0,0,207,11,7,6,7,1,3,20,3,0,0,0,0
ERR912092,enx,27,53,3,0,1,4,1,0,0,24,0,40,4,0,3,34,13,0,409,2,114,0,4,0,2,0,48,12,4,26,13,408,25,4,68,0,0,6,0,1,1,5,9,3,216,0,5,63,10,34,20,0,12,3,2,2,5,213,4,12,0,25,3,4,16,0,0,59,10,2,0,7,27,0,113,0,31,13,36,0,0,7,0,58,0,102,0,0,77,10,0,2,56,0,0,26,3,11,0,1,2
ERR911958,enx,9,41,0,18,0,0,13,3,0,15,1,6,1,3,0,8,17,0,13,5,10,2,13,0,7,7,0,53,4,13,5,241,11,5,19,1,0,5,3,3,2,0,4,0,286,0,3,4,15,22,4,0,10,5,10,0,60,4,2,12,2,4,12,4,16,3,1,3,43,2,0,4,7,4,14,8,9,11,13,0,0,0,11,27,0,11,0,0,16,11,4,1,25,0,0,16,0,0,11,1,4
ERR912139,enx,18,23,0,0,12,10,5,0,31,3,1,55,17,1,0,106,3,112,119,4,22,5,154,4,37,80,20,16,2,136,9,592,40,9,49,1,1,4,4,7,0,28,54,10,515,1,19,49,18,18,24,0,16,4,26,3,42,8,37,0,4,17,19,2,8,0,19,0,86,4,0,6,99,31,83,0,114,70,83,33,32,8,0,8,0,71,2,6,9,3,53,42,10,37,2,160,3,6,23,15,0
ERR912116,enx,56,32,0,6,6,2,2,0,6,1,57,24,4,6,3,61,0,60,128,5,51,0,261,0,9,69,39,50,0,42,11,641,130,21,23,12,69,16,151,5,9,23,42,1,578,1,45,28,241,141,14,3,5,2,17,1,15,4,2,2,1,36,52,4,15,0,19,4,91,0,0,17,34,16,40,0,46,8,34,49,20,18,0,4,8,250,2,12,76,97,27,2,8,0,6,24,0,2,3,2,4
ERR912082,enx,15,2,1,0,1,1,16,0,0,9,0,16,1,0,0,1,18,0,6,167,251,0,0,0,0,0,0,91,1,0,11,7,4,3,2,0,0,4,0,0,92,0,0,0,30,0,0,0,4,36,213,72,0,6,1,0,0,2,5,8,0,2,0,18,1,0,0,0,64,77,0,19,6,64,27,0,548,0,0,0,0,0,700,6,0,0,0,0,0,2,505,0,11,0,2,4,5,0,0,0,188
ERR912202,enx,51,68,0,0,15,4,76,0,0,27,0,84,7,0,0,30,25,0,46,21,34,0,54,0,18,0,6,27,3,39,9,187,22,8,39,0,2,16,2,1,12,36,5,10,223,0,12,71,52,58,55,0,12,9,0,4,0,5,13,16,6,40,22,0,3,6,4,1,317,133,0,42,21,32,43,0,45,6,25,0,14,10,26,53,0,8,0,0,0,14,102,0,45,0,0,26,0,2,2,5,14
ERR912020,enx,17,28,3,2,62,28,40,0,0,8,2,29,11,0,0,127,8,49,16,22,135,5,26,0,12,0,81,92,7,32,46,752,11,9,79,0,2,6,4,0,0,5,23,1,649,0,2,14,20,75,46,10,8,14,16,0,12,10,55,0,0,48,27,9,2,0,0,1,74,57,1,30,10,0,39,0,67,5,34,0,10,0,0,52,0,6,3,0,214,42,0,97,7,0,0,36,0,1,1,0,48
ERR911978,enx,46,7,1,0,25,7,124,0,0,40,2,81,11,2,1,32,0,50,74,31,36,42,92,0,52,0,5,4,2,22,16,93,31,5,65,0,51,4,0,0,7,7,3,0,226,0,16,2,4,72,13,1,2,2,0,2,0,4,62,0,1,94,144,5,18,27,1,11,172,70,0,36,20,0,105,0,71,0,54,0,34,0,9,2,0,44,0,0,29,14,184,0,12,13,1,21,0,0,0,0,46
ERR912041,enx,4,90,0,27,14,0,1,0,0,17,12,17,5,2,0,147,200,63,51,0,109,4,95,0,3,6,99,9,25,107,27,262,221,29,23,9,103,11,11,0,0,92,61,2,354,1,45,270,313,215,26,5,14,7,27,0,10,22,12,2,0,85,0,29,12,0,88,18,170,0,3,20,175,15,117,0,74,40,290,0,0,4,0,61,27,47,51,30,0,95,16,4,30,3,0,385,146,14,12,142,9
ERR912119,enx,3,12,0,0,11,0,1,0,4,13,4,53,18,17,2,11,6,39,34,7,56,0,23,0,12,172,21,90,5,247,10,407,76,32,15,10,74,4,0,1,8,7,11,0,385,2,5,16,19,132,26,0,10,6,19,0,6,11,27,0,0,66,6,2,7,73,0,8,21,18,2,9,113,11,17,49,64,37,22,0,2,0,0,33,0,65,0,8,0,57,11,5,44,9,0,53,19,19,0,4,2
ERR912194,enx,136,18,1,18,166,6,24,0,19,1,7,20,18,12,1,32,3,136,7,7,85,8,5,0,3,98,53,31,1,348,23,328,6,5,9,0,13,4,2,2,7,16,13,4,295,0,107,33,5,141,142,16,22,1,30,0,41,3,9,0,3,56,20,0,9,8,4,9,59,26,1,10,42,5,33,6,118,0,33,0,5,0,4,0,0,30,0,0,63,133,29,8,1,15,4,39,0,2,0,0,14
ERR912049,enx,3,39,0,0,33,13,8,20,18,10,12,14,13,4,0,21,2,7,79,6,80,5,6,0,26,179,67,47,1,54,7,274,82,49,60,11,1,12,1,2,11,7,28,2,391,2,1,19,13,32,13,0,7,9,142,0,10,34,31,2,0,32,19,1,6,0,0,5,58,7,0,3,94,2,27,0,83,5,20,0,0,18,0,26,0,30,0,23,52,533,6,17,24,0,0,22,49,2,16,8,2
ERR912158,enx,10,36,2,5,12,43,1,26,4,3,4,40,12,4,2,101,5,37,39,2,15,16,9,4,41,25,5,39,0,60,15,219,81,41,3,4,7,12,61,4,0,8,24,1,244,1,20,127,38,128,38,0,5,2,17,2,12,7,15,6,0,203,12,17,34,20,0,45,108,0,18,6,137,7,27,12,34,252,43,0,2,9,0,2,8,208,2,4,84,50,12,6,18,9,0,91,13,30,10,85,6
ERR912140,enx,6,37,0,5,4,1,3,0,59,3,1,37,6,1,10,65,9,104,79,1,18,7,54,4,51,311,5,10,46,33,5,470,64,12,20,0,2,2,83,3,0,44,24,22,527,1,66,24,20,33,43,3,27,4,2,16,39,1,14,0,0,20,46,0,6,0,0,6,54,2,3,5,217,10,76,1,98,17,21,0,11,0,2,11,0,39,0,3,42,127,4,33,14,0,0,48,3,2,3,1,3
ERR911970,enx,1,44,0,73,5,64,0,0,0,17,31,9,1,7,0,18,8,71,41,0,50,2,4,0,0,0,72,92,1,36,20,65,19,9,15,29,1,0,3,1,13,2,5,0,122,4,3,64,1,65,19,28,9,19,0,0,19,1,49,10,0,101,12,2,1,0,0,55,4,1,4,8,6,56,33,0,69,0,22,0,29,0,61,74,0,31,3,0,29,15,185,3,16,8,0,23,3,2,0,1,37
ERR912066,enx,5,31,0,2,23,2,21,2,0,2,0,19,13,8,0,12,0,196,26,3,56,87,4,14,78,59,47,7,2,33,37,170,90,12,21,3,3,10,0,0,2,17,13,0,217,1,16,2,3,50,34,1,19,0,5,0,12,10,63,0,0,16,4,7,80,8,1,8,30,29,1,8,51,27,45,14,42,7,22,31,76,42,22,2,0,74,0,0,112,13,16,2,56,6,0,23,0,1,5,0,3
ERR912065,enx,5,8,0,4,19,2,1,0,0,9,0,23,11,40,0,19,4,29,2,11,28,0,15,0,10,0,146,46,2,7,19,71,119,38,0,4,6,0,2,0,0,7,11,0,137,0,1,20,7,153,19,1,27,5,17,0,26,19,2,3,0,35,22,1,11,0,0,12,43,0,0,0,35,11,4,0,41,43,0,327,5,4,0,32,0,28,0,16,247,4,74,4,10,0,3,95,41,20,32,17,7
ERR911954,enx,2,16,2,1,49,6,0,0,0,4,3,67,2,7,0,35,4,27,215,8,179,0,136,3,34,0,8,7,9,37,128,474,87,67,97,9,2,3,2,9,29,18,8,1,462,4,11,16,5,59,16,40,6,2,7,0,12,1,87,3,1,20,205,14,1,38,7,16,8,9,0,7,32,2,66,50,41,3,36,0,66,0,3,2,7,218,0,0,317,51,6,0,21,0,1,19,0,6,5,5,9
ERR912075,enx,124,29,0,19,16,6,128,0,4,3,5,116,5,3,0,17,0,52,63,2,87,2,10,0,22,0,66,36,3,39,65,146,20,16,24,1,2,8,3,0,10,2,12,4,272,3,58,49,99,39,16,3,10,2,10,1,23,5,10,2,2,70,16,3,10,0,0,22,778,118,0,37,28,12,26,0,53,6,23,0,12,9,0,2,22,52,2,0,14,19,17,0,13,0,0,24,0,2,0,4,11
ERR911988,enx,28,70,0,123,2,5,47,1,5,8,1,53,12,0,3,36,0,39,22,8,136,6,62,0,55,7,18,8,0,112,90,204,58,3,61,112,0,7,4,1,11,3,19,3,333,0,5,147,14,76,72,58,3,1,27,2,32,14,0,0,0,27,12,4,3,1,3,56,95,56,0,25,45,6,105,2,220,0,70,0,23,12,46,4,0,66,0,0,112,83,7,0,60,8,5,18,0,0,0,0,79
ERR912190,enx,102,17,1,0,6,0,79,0,0,7,0,111,5,35,0,141,3,86,5,2,26,0,4,4,52,0,441,62,3,6,5,243,48,0,7,3,0,158,0,0,2,9,6,7,214,0,10,5,36,15,76,0,16,3,0,0,0,16,7,4,0,5,12,2,29,0,0,0,336,116,0,84,13,58,12,0,55,5,4,6,11,54,0,16,0,6,0,0,0,97,49,4,18,114,1,17,0,4,0,1,5
ERR912089,enx,10,66,1,3,11,7,2,0,1,12,1,19,5,10,1,19,0,0,56,8,155,0,9,0,33,86,116,9,3,102,25,280,92,22,28,3,0,10,12,4,7,35,22,4,379,4,36,129,62,78,60,76,2,1,29,3,60,14,42,2,0,39,3,2,12,2,1,18,71,4,4,10,35,15,48,4,316,44,8,0,62,4,24,16,11,88,0,6,0,64,49,7,10,0,0,26,0,2,6,1,45
ERR912198,enx,9,6,0,1,21,1,5,301,2,1,5,11,4,4,16,184,2,49,15,1,82,181,264,0,13,27,114,26,2,63,10,679,65,45,3,7,31,2,2,0,0,23,27,3,741,4,26,51,49,61,34,1,21,24,17,20,12,15,11,0,21,20,2,6,21,0,1,40,144,0,6,5,250,8,29,3,29,41,33,0,0,7,88,19,0,76,0,33,4,12,6,13,8,1,0,101,2,28,37,101,0
ERR912173,enx,0,1,0,0,2,3,0,0,0,6,12,7,14,1,12,17,3,21,4,24,21,0,102,0,8,147,22,20,1,25,0,92,68,3,13,2,2,16,0,1,0,21,16,0,127,2,4,79,1,27,2,1,3,9,1,24,0,6,31,0,0,60,31,12,4,0,0,0,0,0,0,6,67,24,21,0,18,3,87,5,2,0,0,0,0,44,0,0,65,175,81,0,11,2,0,7,0,0,0,1,27
ERR912134,enx,15,187,3,0,2,0,0,5,0,70,29,89,12,46,0,261,57,131,108,20,135,62,108,0,30,0,51,8,22,171,16,353,70,0,40,0,46,25,1,0,9,6,24,11,485,2,18,44,42,118,33,9,41,21,55,0,0,11,11,10,0,74,52,28,6,1,0,3,183,11,14,12,50,14,95,0,113,104,41,0,22,12,2,146,0,213,0,0,0,40,46,33,99,141,0,43,0,0,0,18,14
ERR912103,enx,3,23,1,43,7,20,0,0,0,54,10,3,3,11,0,26,6,37,6,9,22,2,36,0,55,0,76,49,0,36,42,228,11,20,9,14,3,42,4,0,0,1,2,1,307,1,2,43,10,96,18,14,9,8,22,0,12,3,10,11,0,25,11,1,3,3,1,13,101,0,0,14,27,11,9,6,59,21,7,46,44,0,0,53,0,401,3,0,40,26,18,45,12,0,0,54,8,0,0,4,19
ERR911962,enx,1,36,0,0,3,4,0,0,0,0,0,5,1,102,0,2,0,0,14,1,14,6,0,0,0,0,281,0,0,3,278,99,34,0,1,11,2,54,1,0,0,5,0,0,269,1,0,57,2,29,8,22,10,0,2,0,3,3,53,0,0,346,1,0,1,0,0,8,0,0,4,0,4,55,2,0,49,0,0,222,0,0,0,0,0,4,0,0,113,1,58,27,0,0,0,3,0,0,0,2,14
ERR912152,enx,1,9,1,0,40,33,0,0,0,42,3,34,4,0,0,70,3,70,12,5,55,28,39,0,15,165,31,28,5,23,16,94,59,27,22,7,43,7,12,0,7,2,18,0,118,0,12,13,19,122,11,1,12,4,3,0,0,3,66,0,0,57,4,1,12,22,8,1,30,14,13,12,64,0,12,0,34,87,20,98,5,0,0,31,0,138,0,30,79,8,4,0,37,29,0,43,24,0,0,79,19
ERR912186,enx,6,53,0,0,4,0,3,0,0,67,0,41,2,0,0,62,90,4,180,2,91,0,7,0,0,51,28,64,7,141,0,322,35,13,89,1,2,13,11,0,55,1,9,6,413,0,15,19,84,32,30,1,4,29,8,0,6,36,28,0,4,33,35,2,16,30,0,0,62,16,0,48,25,8,73,0,50,3,34,0,4,78,2,199,0,372,2,6,23,55,0,0,94,5,0,23,22,0,1,4,1
ERR912064,enx,2,58,2,0,16,1,2,0,0,79,53,39,23,8,2,70,102,43,71,1,84,0,155,3,6,0,152,162,9,175,3,281,146,58,1,10,0,11,9,13,4,58,26,3,295,8,44,13,32,29,56,1,3,35,44,8,10,75,107,0,0,6,8,4,7,0,0,17,24,2,0,0,26,115,150,0,83,15,9,0,0,33,0,512,0,24,5,65,0,38,135,8,78,9,0,42,29,9,12,2,0
ERR911972,enx,5,35,0,8,4,6,2,2,0,4,4,35,1,46,0,161,5,88,18,8,20,2,98,0,11,0,9,66,0,35,14,285,35,10,2,1,1,4,6,6,10,34,12,0,324,5,16,43,32,33,21,9,9,5,5,0,12,4,20,2,0,191,23,6,12,23,0,10,96,16,0,5,58,23,40,0,77,17,6,0,5,0,0,23,0,20,11,0,16,12,154,0,7,64,26,27,0,19,20,26,15
ERR912113,enx,45,15,1,3,7,7,70,0,30,0,10,79,10,0,1,83,5,27,4,17,37,0,48,0,25,75,129,29,5,101,4,263,46,14,61,0,26,63,3,0,2,74,5,1,517,0,58,15,68,75,25,3,8,2,1,0,8,14,39,4,0,15,27,12,7,0,0,5,630,68,1,76,42,22,64,0,91,0,22,0,2,28,4,35,0,10,0,9,0,65,39,1,17,77,0,67,6,0,0,1,15
ERR912053,enx,1,13,0,14,3,13,3,0,5,6,15,10,5,48,11,32,10,21,14,0,14,0,37,4,16,39,17,133,4,26,8,288,180,10,9,2,2,2,1,4,0,16,6,14,268,3,8,34,22,146,17,0,4,3,13,26,12,7,6,10,0,26,23,0,8,3,4,5,86,1,1,6,79,14,118,6,29,13,4,0,22,4,0,0,11,766,2,0,14,35,77,11,10,0,162,71,22,7,0,18,2
ERR912054,enx,5,9,0,0,7,8,4,14,7,24,2,38,1,1,0,32,30,56,51,3,11,2,25,0,4,0,29,54,5,103,8,226,4,0,17,0,10,4,13,0,0,1,43,15,283,0,3,77,30,59,7,0,7,20,3,0,8,2,40,2,0,26,9,16,2,0,0,12,53,8,0,15,41,23,38,0,28,209,115,0,5,12,0,15,0,180,0,0,74,40,7,3,17,3,0,187,0,0,0,32,0
ERR912063,enx,26,139,1,7,10,4,2,0,0,52,6,35,4,0,4,39,13,17,168,2,159,0,149,0,6,0,64,167,5,78,9,413,74,25,93,3,9,0,7,4,21,4,24,3,402,1,7,13,35,32,6,2,4,30,30,4,15,19,5,0,0,11,29,2,2,0,1,6,85,0,5,1,25,0,66,0,89,9,38,7,4,0,0,72,0,83,3,33,67,12,3,0,70,2,0,9,3,0,5,5,3
ERR912044,enx,2,48,1,0,2,1,0,0,0,21,0,63,3,0,0,8,8,0,224,12,50,0,28,7,2,0,52,14,12,33,8,352,14,0,42,1,23,4,1,0,0,10,8,4,529,0,4,14,16,50,2,0,11,1,0,0,6,28,108,0,0,8,62,6,7,0,0,1,19,2,4,2,7,14,146,0,11,14,132,12,0,0,0,49,0,327,0,0,33,60,4,11,31,0,0,53,0,0,0,1,8
