# Constructed from biom file
#OTU ID	SRR27830980	SRR27830981	SRR27830991	SRR27830992	SRR27830993	SRR27830998	SRR27830999	SRR27831000	SRR27831001	SRR27831003	SRR27831004	SRR27831005	SRR27831006	SRR27831007	SRR27831008	SRR27831009	SRR27831010	SRR27831011	SRR27831012	SRR27831014	SRR27831015	SRR27831016	SRR27831017	SRR27831018	SRR27831019	SRR27831021	SRR27831022	SRR27831023	SRR27831024	SRR27831025	SRR27831026	SRR27831060	SRR27831061	SRR27831062	SRR27831063	SRR27831064	SRR27831065	SRR27831066	SRR27831067	SRR27831068	SRR27831069	SRR27831070	SRR27831071	SRR27831072	SRR27831073	SRR27831074	SRR27831075	SRR27831077	SRR27831078	SRR27831079	SRR27831080	SRR27831081	SRR27831082	SRR27831083	SRR27831084	SRR27831085	SRR27831088	SRR27831090	SRR27831091	SRR27831092	SRR27831093	SRR27831094	SRR27831095	SRR27831096	SRR27831097	SRR27831098	SRR27831099	SRR27831100	SRR27831101	SRR27831102	SRR27831107	SRR27831108	SRR27831109
1CMET2-PWY	36.35095416965036	295.00022504611337	21.778567707235812	562.4185505654616	30996.804284184513	991.6727600309437	6186.115227853372	20776.648918182287	46005.87050136665	29.35793949468623	38963.81748641683	754.6736681731444	206.1257307008861	103.77812881209523	5310.375262205621	41607.29127651493	1323.6063566015778	6953.287084968884	1063.5572643926857	633.4147653337661	2751.915806085887	919.2946998495443	2542.3960170823466	501.50140492406103	2737.4339459291486	176.11088342240137	1054.276754822474	55.76901639698575	293.8568079271345	402.9090313635035	3842.1890655316092	979.6468106732063	317.4077689626462	25714.651586653858	23468.121020271246	0.0	143.35783030556564	219.8585315045569	7.888266145149576	9693.42321737394	470.613236224898	29300.91550069229	50988.81653002076	52655.49556251446	11757.929803157765	381.7648959914002	1658.2913751085134	1710.2262167471383	21900.803998804065	43706.2666093502	35127.018366345495	388.5432583492475	27688.106317702746	94.66148697183613	305.5355690824021	651.3486949022395	31561.973151925267	466.1521049019738	116.67844360433216	43739.68574050376	12998.458900402078	39684.05717260109	1353.7560401577498	388.08298899691744	30439.264673113583	243.43659743910945	875.118971105599	190.9620006501802	23804.916858521327	117.61842360968448	44790.27457131784	29779.176735284967	177.89797605428626
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	0.0	0.0	0.109585380119124	0.08606966914747775	261.14445289602986	0.0	71.29464185993889	53.34224233556493	422.3589890479472	0.023984757755238926	260.4495663189306	0.0	8.098024739931475	0.0	1.5153600073158626	415.95390633149265	21.434282909663164	4.922321997727392	0.0	0.268052431503668	6.8582269393338136	0.013774478787486576	8.990387687488397	7.323951205761298	0.13651995928429267	0.0	0.04035417686100363	0.0	7.014823796581011	0.0	0.0	0.10333128776895939	0.26639475511521915	0.0	120.4589350517331	0.0	0.022948054226129784	0.20619083318542264	0.0	18.36868439652802	1.1841952382479637	83.20724580128575	121.3155544134908	378.52025025393897	195.4522595389706	0.011070863369998091	7.284843949709714	0.1844016376171619	246.00506134189473	404.91681146252824	35.603070053174996	0.0	0.0	0.0	0.032141558502240423	0.1260520427535322	33.933969068316905	0.0	0.13731022287406663	572.8350570731548	1569.4781043752896	996.3012864854716	0.43300680135126085	0.34073519639233635	117.80241334035574	0.1719674911354805	5.552579424165939	0.02745362637200124	0.0	0.0	152.57112418484942	306.88509332200573	0.35500083602281707
AEROBACTINSYN-PWY	0.0	0.0	0.0	0.0	56.35014566679568	0.0	0.7889136348341917	0.0	6.32300878662207	1.4068859635452138	0.0	0.0	4.803734417543767	0.0	1.13511915619322	4.803636981649761	0.0	1.1812095958460347	0.0	3.8082618623267246	1.57198773605373	0.8836421346339793	0.0	1.7193759345324549	0.0	0.0	2.4598781929369844	0.0	18.5225657471397	0.4734213582526256	0.7020373738654929	0.0	10.438538861470557	0.0	0.0	0.0	0.8836421346339793	0.0	0.0	4.142859313807725	0.0	2.8917864145412517	4.710948081183356	5.629752513791145	1.4091169592522577	0.7102170427899271	54.71631114195311	1.0774144779890733	3.8715792627168923	49.20921763176184	1.6285581614357523	0.0	0.0	0.0	1.6541801156173486	0.0	17.410376104789524	0.0	0.0	2.825779725352242	518.3363242381374	0.0	3.7418056611971937	1.80546200452218	1.9927274162057445	0.0	7.0214647841868985	1.057067226478031	0.0	0.0	4.651403852551413	0.0	13.791423970455561
ALL-CHORISMATE-PWY	0.0	0.0	0.7833076080579207	4.030353385199461	1957.412558717501	0.0	182.4905511984498	362.4386376033384	2857.313785560764	8.345842718051461	2238.8895770666104	0.0	29.14590935614448	0.0	21.190010132094958	4297.739129163686	142.01414609252276	80.3907185634675	0.0	27.04544820462402	1.808299999999711e-11	4.547983796145317	0.0	16.611512500591076	0.0	0.0	13.699036110890066	0.0	85.84404804380638	5.35599999999869e-13	0.0	0.4294018880284009	57.098652126550526	0.0	776.3895673494824	0.0	4.899610353008673	2.3464270962477674	0.0	244.93685473263838	13.754141355907535	585.7265085575476	3587.0550993583033	3384.768336654286	160.89759637301353	2.5665108555427403	264.61865510833195	14.24261466574908	1651.3329177106355	2850.2118917091343	260.8154214053067	0.0	0.0	0.0	7.5946858566431015	0.0	219.62544919055026	0.0	1.0095866463276348	3895.739545795116	6535.048480649222	303.91317193739957	63.827754857997114	12.588307079285368	1090.0841651080295	2.133999608895394	57.86501633054795	5.71376398304566	0.0	0.0	2483.673264174494	1383.6188482609457	37.96525536799404
ANAEROFRUCAT-PWY	80.33240934502604	646.9375431676526	36.86411312559171	1832.0154979289437	42359.671094360114	5223.400776010706	15293.179047894444	39402.363395932865	62562.217594911664	328.2833558734633	52964.509633741756	26803.55124606974	15187.425849801277	947.2719656634869	8930.280362197756	62841.40152055146	1570.4702425516832	16437.258474253656	4678.772636646947	2479.400528754857	17622.38213688897	3011.106667957671	15366.699810674465	4195.66864926894	3384.6004808593348	471.2783218209097	10455.53779625474	203.4255278874988	4213.276639774327	13224.887526645485	10929.636956374476	1068.4125550055421	571.2699354319196	43503.42520694147	37211.098013065755	0.1306650157942401	483.9089769131848	13389.564793454194	200.14035871395882	22869.798330743826	994.1334907350804	47011.24218038125	83540.7620142576	82167.72835621062	17300.367627986456	831.4044854036168	14528.516439824738	2374.7853327235816	25825.064664160058	53991.40855877652	51751.461183400905	1277.122180416966	42203.51098182787	552.1212929639355	2134.800217029582	2476.355061691772	49235.61062298283	689.4038804960047	202.85621566257896	51844.81577267252	29348.503942935233	64914.06073473437	3428.0950693728323	1469.508391580779	49176.158727519156	838.9075502399222	2682.512106671647	450.6324848957865	34216.191405536185	13415.125813942132	76744.54566453729	44255.85923287165	500.13107438533285
ANAGLYCOLYSIS-PWY	46181.16556911882	62535.260126951325	89.66203938389674	62640.39087563026	41422.49191394025	76362.57955973598	58134.326045282156	56667.11223441002	64501.947616572106	8059.366143077286	53538.83051629999	50534.74192975264	53144.19596829404	51181.509911344394	39325.97822200168	63669.11199004877	1860.6167583106192	53851.44256183604	11119.49030123149	51003.05383512096	29067.497573439538	62169.923594306776	41023.44805960086	43299.74945884103	4248.7291696245975	33262.59120820554	45501.19717732821	30637.08132378073	60620.33992956192	26536.90820150338	31891.824344840163	5759.937708198725	688.7988798906608	48144.9303306022	41801.70762865326	100.83862366683596	63780.707402430075	38227.980464443455	32964.59047787657	63134.332631394886	9914.37405973015	54318.742199029686	93236.23994082783	86480.31649595586	20803.289065963447	51195.14944219038	29719.26260252899	20831.500248862147	30009.054651628187	58408.33305888145	59687.68588341235	82675.46209919167	48924.2573569963	38147.05586597853	50771.66157299532	42020.65888765656	54761.43658153585	930.1388550258507	1716.8405424738191	57222.85882384211	45056.42034549286	73514.75802342825	41550.88204256484	49339.68483436993	54246.00731646761	3354.4845790717623	49432.61003944889	71483.04549505762	38048.84549015535	46216.2061197147	78749.58012166315	58521.86348329626	53325.34377983027
ARG+POLYAMINE-SYN	0.0	0.0	4.727357063309174	42.23219434029722	8439.706343907174	161.25367576037934	1781.276069042369	1741.715164841911	11659.098955003923	11.84127653520068	4281.4641916278615	0.0	60.132775347075786	13.036365371405234	232.3810630803478	9877.993206723662	511.9324217220516	413.86231927369244	84.88578927414478	62.0036986213867	702.4074152125529	31.908307752840912	309.9341649966197	48.96277649160321	32.69398932643196	18.294521299298424	67.218404616791	1.642492546786378	120.27413863068506	15.611491224249695	129.3311377292871	3.5942418228979864	122.67640561244515	57.376855305685005	2409.737301765157	0.0	13.035213978986386	7.106222670176555	0.0	627.1194853748973	50.768057809889335	2512.3831987346703	11964.904691162792	9994.11551284623	1986.7749354549826	13.742795137139499	349.7588078712273	30.07390281355188	7851.6404694619505	12752.66920410521	3129.9441164472432	0.0	0.0	29.290733099492396	57.333813347547014	91.16499837725543	4072.5019659615355	3.1008244181447555	4.433215676202002	14942.957676166501	6577.823650237647	9416.561002434955	73.39461738214803	49.33278223886813	1959.3757032030574	19.592662406636872	138.07106156703318	7.239851175461232	10.539020516793652	0.0	6487.27769573681	7987.822813497073	34.91913430406961
ARGDEG-PWY	0.0	0.0	0.26260123773831673	0.13092322730850345	351.17868548308684	0.0	99.44559002958555	50.76537676539883	428.5796017891521	1.0047248417783434	112.34352976896528	0.0	5.018897974051422	0.0	2.052074539250994	218.70565755697513	27.749200070671552	7.199600207356999	0.0	3.565591103189877	0.0	0.7059083085884507	0.0	0.61983697325499	0.0	0.0	1.3160217592102175	0.0	15.055140997998821	0.0	0.0	0.1389708856292361	8.151538141674985	0.0	97.92498144875368	0.0	0.7450667951007428	0.2787800436412882	0.0	14.666957301492378	0.893220737822307	112.00550500600063	155.84113404008713	390.783748813958	5.181316649645252	0.5421635934707449	44.79105012836649	1.4658387145047431	282.3676683254427	318.9720970606124	40.52923471830247	0.0	0.0	0.0	1.0496391386776802	0.0	3.1941390198286177	0.0	0.18541165470000132	771.3622238421318	498.86729836619526	10.536714828595462	3.9695740557868224	2.48006245943425	50.64825840935215	0.6988342664899628	3.7769205092742424	0.8740543397021545	0.0	0.0	131.9689923438301	412.2858850431013	10.11166666431885
ARGORNPROST-PWY	9.32070933507049	84.47929554092596	0.20247964254148845	107.89859826931666	7317.59624723039	344.41155651909406	928.1860286341354	3355.5954282247226	6547.713663438119	28.952286476571004	18527.34864397176	15.22363171154918	198.60830070909847	51.47999977939601	903.3312248969374	21422.757154260275	295.6342251236849	1686.3411731096364	361.6950612818237	219.32482787587398	2307.1658342609358	390.5736862620306	558.2641001390722	845.3212658867092	218.80981921897882	64.68737359602429	955.2055401170397	15.503823579773021	221.43490228018862	491.1163077643738	2303.083606499469	29.680126247191517	110.28505967924744	955.775775709329	2340.099850689185	0.0	39.32411641812189	121.31214488613617	9.190231572823748	3178.754288240384	112.43544375931099	2852.727304122678	25746.034456675636	13818.109947488323	5919.593013353027	51.24055128964442	603.5548005761976	159.71509805219142	7066.962138557693	16679.774417083943	10905.756810774446	300.6831001439738	31.966161149730763	23.054863806479336	158.99415132682728	160.11972395146807	5484.966463401157	123.66983073376275	14.867449215042166	8742.929582658791	8626.54405590376	24898.492103214965	802.9131055749957	90.5259045912848	11610.04816826034	87.43309139637007	499.1336674665427	44.619769208309805	2239.360840114909	10.902451197728302	13564.481497691682	4500.741579390929	44.91137396124903
ARGSYN-PWY	13.725378540656584	123.77147923929819	9.873434310343105	144.65226193201417	29102.183736389197	387.0991673606887	2478.830382129908	7774.046650962977	41999.90895296749	24.656087515378434	32453.790042031873	10.829705966744772	111.96199113473494	26.358776255829866	1014.718088790845	26762.774266487417	1291.4256348061078	1402.921668588393	332.69988705932076	171.2716921396765	1698.433652046423	106.11396006714511	653.4721605749222	331.0850441385991	2845.695482484152	44.132902154601354	316.0226493163702	14.034456900439414	313.8036045448129	277.33439165180584	989.472438194249	199.1064535669894	232.9651985149775	26543.870763043487	29872.07803941008	0.0	49.768344756838694	88.24456588780502	3.6941213234058345	3382.5080862343902	158.53928263438786	31021.45063034132	25238.87059391407	38498.627495739165	4494.441392764757	50.817328383966355	604.9327769100217	371.71319821491016	19490.80925356287	42098.80971173383	23077.12445962455	113.4850617601692	22226.82025088173	55.57155534868524	83.36216760581684	95.32182105498445	13306.65811780639	85.65399327010185	26.99384038307213	41107.7633315511	10002.385515336415	15183.614202700164	36981.81999570231	113.25586118907086	18124.29141802864	76.53113564293493	467.7643886877743	47.36319264321994	20522.405231654986	29.85450411094547	29430.04820346625	44407.09751986603	56.17467312576938
