id	group	study_id	disease_group	shannon_entropy
#q2:types	categorical	categorical	categorical	numeric
SRR18588473	controle	ibs_jacobs2023	SII	2.7008139426179
SRR18588474	controle	ibs_jacobs2023	SII	4.06576425055752
SRR18588475	controle	ibs_jacobs2023	SII	3.69588653642223
SRR18588476	controle	ibs_jacobs2023	SII	4.98468159068008
SRR18588477	controle	ibs_jacobs2023	SII	3.38532847184375
SRR18588478	controle	ibs_jacobs2023	SII	3.48540674427083
SRR18588480	controle	ibs_jacobs2023	SII	4.21108385002154
SRR18588483	controle	ibs_jacobs2023	SII	3.07382425382911
SRR18588484	controle	ibs_jacobs2023	SII	3.74655541038616
SRR18588486	controle	ibs_jacobs2023	SII	2.86715180426432
SRR18588487	controle	ibs_jacobs2023	SII	3.62234861175119
SRR18588488	controle	ibs_jacobs2023	SII	3.10431647814564
SRR18588489	controle	ibs_jacobs2023	SII	2.94187266211794
SRR18588491	controle	ibs_jacobs2023	SII	2.38184664709051
SRR18588492	controle	ibs_jacobs2023	SII	3.21135157893993
SRR18588493	controle	ibs_jacobs2023	SII	2.67545920443549
SRR18588494	controle	ibs_jacobs2023	SII	3.2097151105556
SRR18588495	controle	ibs_jacobs2023	SII	3.87967494035309
SRR18588496	controle	ibs_jacobs2023	SII	2.67809842289264
SRR18588498	controle	ibs_jacobs2023	SII	3.64667723351855
SRR18588499	controle	ibs_jacobs2023	SII	2.69427284539297
SRR18588500	controle	ibs_jacobs2023	SII	4.21445384498047
SRR18588677	controle	ibs_jacobs2023	SII	3.43816993707019
SRR18588678	controle	ibs_jacobs2023	SII	2.04128237789981
SRR18588783	controle	ibs_jacobs2023	SII	3.30646802173494
SRR18588785	controle	ibs_jacobs2023	SII	3.88897742798008
SRR18588789	controle	ibs_jacobs2023	SII	4.5972696940298
SRR18588803	controle	ibs_jacobs2023	SII	2.71564362146958
SRR18588822	controle	ibs_jacobs2023	SII	1.3776297123374
SRR18588832	controle	ibs_jacobs2023	SII	3.06494343279072
SRR18588931	controle	ibs_jacobs2023	SII	1.49387944194084
SRR18588932	controle	ibs_jacobs2023	SII	3.24320799939695
SRR18588934	controle	ibs_jacobs2023	SII	3.24245260721112
SRR18588935	controle	ibs_jacobs2023	SII	2.94546344790119
SRR18588936	controle	ibs_jacobs2023	SII	4.11869682373839
SRR18588937	controle	ibs_jacobs2023	SII	2.92356211121506
SRR18588938	controle	ibs_jacobs2023	SII	4.03735071014619
SRR18588939	controle	ibs_jacobs2023	SII	4.48758739641326
SRR18588941	controle	ibs_jacobs2023	SII	3.81975284787838
SRR18588942	controle	ibs_jacobs2023	SII	2.85942947947061
SRR18588943	controle	ibs_jacobs2023	SII	3.82767194151195
SRR18588944	controle	ibs_jacobs2023	SII	2.64285817012012
SRR18588945	controle	ibs_jacobs2023	SII	3.95831171101593
SRR18588946	controle	ibs_jacobs2023	SII	3.45157673337693
SRR18588947	controle	ibs_jacobs2023	SII	2.88028381012404
SRR18588948	controle	ibs_jacobs2023	SII	3.45563007558009
SRR18588949	controle	ibs_jacobs2023	SII	4.47420184496095
SRR18588950	controle	ibs_jacobs2023	SII	3.61620617555164
SRR18588953	controle	ibs_jacobs2023	SII	2.05831403337371
SRR18588954	controle	ibs_jacobs2023	SII	3.20762015157672
SRR18588955	controle	ibs_jacobs2023	SII	4.4230618460476
SRR18588956	controle	ibs_jacobs2023	SII	2.99136538489465
SRR18588957	controle	ibs_jacobs2023	SII	4.66386138427598
SRR18588958	controle	ibs_jacobs2023	SII	2.14969010632627
SRR18588959	controle	ibs_jacobs2023	SII	2.99026530765769
SRR18588963	controle	ibs_jacobs2023	SII	1.38197384590014
SRR18588965	controle	ibs_jacobs2023	SII	4.18994612779705
SRR18588966	controle	ibs_jacobs2023	SII	4.11855221230229
SRR18588967	controle	ibs_jacobs2023	SII	4.2103439021364
SRR18588969	controle	ibs_jacobs2023	SII	3.8042607554145
SRR18588970	controle	ibs_jacobs2023	SII	3.4297787657953
SRR18588971	controle	ibs_jacobs2023	SII	4.01892784353827
SRR18588979	controle	ibs_jacobs2023	SII	5.61514965493537
SRR18588980	controle	ibs_jacobs2023	SII	4.48030727294894
SRR18588983	controle	ibs_jacobs2023	SII	5.65901820978468
SRR18588984	controle	ibs_jacobs2023	SII	5.35724922540601
SRR18588985	controle	ibs_jacobs2023	SII	5.45297776015201
SRR18588987	controle	ibs_jacobs2023	SII	4.88184652962254
SRR18588988	controle	ibs_jacobs2023	SII	5.06784389737771
SRR18588992	controle	ibs_jacobs2023	SII	4.32121947115157
SRR18588994	controle	ibs_jacobs2023	SII	2.51562878797211
SRR18589033	controle	ibs_jacobs2023	SII	3.41187192255089
SRR18589051	controle	ibs_jacobs2023	SII	3.23409313310586
SRR18588258	ibs	ibs_jacobs2023	SII	4.14042835179902
SRR18588817	ibs	ibs_jacobs2023	SII	3.76171182643313
SRR18588818	ibs	ibs_jacobs2023	SII	3.52319284901678
SRR18588820	ibs	ibs_jacobs2023	SII	2.19029675397572
SRR18588824	ibs	ibs_jacobs2023	SII	3.05751236907034
SRR18588825	ibs	ibs_jacobs2023	SII	3.99239766671643
SRR18588826	ibs	ibs_jacobs2023	SII	2.59226311242272
SRR18588827	ibs	ibs_jacobs2023	SII	4.11492542369982
SRR18588828	ibs	ibs_jacobs2023	SII	3.7793623184507
SRR18589062	ibs	ibs_jacobs2023	SII	4.95523621643254
SRR18589063	ibs	ibs_jacobs2023	SII	2.76359133544494
SRR18589066	ibs	ibs_jacobs2023	SII	3.2816854724656
SRR13247365C	controle	ibs_vork2021	SII	4.82111626195031
SRR13247372C	controle	ibs_vork2021	SII	4.56970778847743
SRR13247410C	controle	ibs_vork2021	SII	4.12864433129617
SRR13247414C	controle	ibs_vork2021	SII	4.50348344532262
SRR13247420C	controle	ibs_vork2021	SII	5.30462730104342
SRR13247432C	controle	ibs_vork2021	SII	3.17562483855811
SRR13247439C	controle	ibs_vork2021	SII	4.15401027476435
SRR13247459C	controle	ibs_vork2021	SII	3.92207466614253
SRR13247464C	controle	ibs_vork2021	SII	4.50904427120159
SRR13247365	ibs	ibs_vork2021	SII	4.84214214968423
SRR13247372	ibs	ibs_vork2021	SII	4.59975588948103
SRR13247410	ibs	ibs_vork2021	SII	4.15690393561824
SRR13247414	ibs	ibs_vork2021	SII	4.52866299222551
SRR13247420	ibs	ibs_vork2021	SII	5.29289871915608
SRR13247432	ibs	ibs_vork2021	SII	3.19106687735402
SRR13247439	ibs	ibs_vork2021	SII	4.11072791558428
SRR13247459	ibs	ibs_vork2021	SII	3.94689420014515
SRR13247464	ibs	ibs_vork2021	SII	4.50896066921669
