# Constructed from biom file
#OTU ID	SRR13247365	SRR13247365C	SRR13247372	SRR13247372C	SRR13247410	SRR13247410C	SRR13247414	SRR13247414C	SRR13247420	SRR13247420C	SRR13247432	SRR13247432C	SRR13247439	SRR13247439C	SRR13247459	SRR13247459C	SRR13247464	SRR13247464C
GALLATE-DEGRADATION-II-PWY	0.2884048332737966	0.2884048332737966	31.784624252773472	31.784624252773472	1.4719846495672695	1.4719846495672695	16.592986634334746	16.592986634334746	92.07830770144584	92.07830770144584	2.660037898129919	2.660037898129919	2.2695788560754275	2.2695788560754275	4.921497986471959	4.921497986471959	14.17011058314959	14.17011058314959
GLCMANNANAUT-PWY	29947.929015559122	29947.929015559122	24970.951552313458	24970.951552313458	32533.69552465423	32533.69552465423	40795.18803410116	40795.18803410116	26654.451713085215	26654.451713085215	13970.260797596724	13970.260797596724	33766.47010688642	33766.47010688642	35201.72777916474	35201.72777916474	22438.68982995757	22438.68982995757
GLUCARDEG-PWY	7724.370089073733	7724.370089073733	9578.754450895269	9578.754450895269	8132.203644615755	8132.203644615755	3181.7798645778607	3181.7798645778607	7312.599908564004	7312.599908564004	2368.161775478996	2368.161775478996	5297.484518825249	5297.484518825249	4511.5162658411455	4511.5162658411455	4375.534885168605	4375.534885168605
GLUCARGALACTSUPER-PWY	2741.1477455734716	2741.1477455734716	3693.859394025215	3693.859394025215	2092.8806424978306	2092.8806424978306	1614.7938756668598	1614.7938756668598	5314.840113956073	5314.840113956073	1104.5316737915787	1104.5316737915787	1926.1842235122297	1926.1842235122297	2621.0253087263713	2621.0253087263713	1732.9442557645098	1732.9442557645098
GLUCONEO-PWY	56334.45673466435	56334.45673466435	63435.67635071327	63435.67635071327	56551.8967236575	56551.8967236575	52003.07094911952	52003.07094911952	49742.729975598195	49742.729975598195	35480.45326128481	35480.45326128481	53535.88529010619	53535.88529010619	50364.52658194436	50364.52658194436	40822.943942362464	40822.943942362464
GLUCOSE1PMETAB-PWY	1460.0724533525606	1460.0724533525606	1042.4297659726603	1042.4297659726603	460.2670416678517	460.2670416678517	409.1328251821201	409.1328251821201	1610.2055194957566	1610.2055194957566	4136.367413138974	4136.367413138974	1976.7875265132743	1976.7875265132743	1544.3890577909988	1544.3890577909988	2323.6656172152016	2323.6656172152016
GLUCUROCAT-PWY	19852.67792359165	19852.67792359165	21211.772967761917	21211.772967761917	30019.172402297925	30019.172402297925	19918.07216513024	19918.07216513024	16281.917257552366	16281.917257552366	19855.065958678155	19855.065958678155	26020.73948471375	26020.73948471375	30066.108198413232	30066.108198413232	20750.637967433253	20750.637967433253
GLUTORN-PWY	42461.79911394295	42461.79911394295	48550.347244750206	48550.347244750206	35398.511507497446	35398.511507497446	39709.251066885896	39709.251066885896	42009.44981277631	42009.44981277631	21368.16520838557	21368.16520838557	37735.25772510968	37735.25772510968	51235.51298860626	51235.51298860626	34272.79880771162	34272.79880771162
GLYCOCAT-PWY	77701.99594103007	77701.99594103007	84383.27298331141	84383.27298331141	85883.94031747177	85883.94031747177	75932.84575793167	75932.84575793167	66194.13817716077	66194.13817716077	43612.046097803664	43612.046097803664	92835.69123995188	92835.69123995188	106577.84369641128	106577.84369641128	71003.42608658072	71003.42608658072
GLYCOGENSYNTH-PWY	77339.13625901015	77339.13625901015	85144.8527150442	85144.8527150442	85943.97587165044	85943.97587165044	76158.8256760923	76158.8256760923	64967.74211275821	64967.74211275821	45662.97385249907	45662.97385249907	98340.41534333976	98340.41534333976	108636.55734408343	108636.55734408343	73973.58486665164	73973.58486665164
GLYCOL-GLYOXDEG-PWY	1422.0283665131903	1422.0283665131903	2395.1714443138562	2395.1714443138562	1728.8295445508404	1728.8295445508404	1776.2806735875276	1776.2806735875276	1903.6037472023195	1903.6037472023195	618.3637864406567	618.3637864406567	1188.9698213459403	1188.9698213459403	1650.0321242776647	1650.0321242776647	1097.1220765464066	1097.1220765464066
GLYCOLYSIS	52641.691523606	52641.691523606	58426.88519605956	58426.88519605956	53426.28465316547	53426.28465316547	47511.881938417	47511.881938417	49770.59361281751	49770.59361281751	24529.958142646323	24529.958142646323	51719.76465770365	51719.76465770365	48139.66999368442	48139.66999368442	42142.52938296904	42142.52938296904
GLYCOLYSIS-E-D	21775.702302096834	21775.702302096834	25426.36761200604	25426.36761200604	17459.888616310735	17459.888616310735	19467.81166644271	19467.81166644271	24755.44418151671	24755.44418151671	10323.193864811856	10323.193864811856	17997.82406851087	17997.82406851087	19065.035677521388	19065.035677521388	15180.461814703502	15180.461814703502
GLYCOLYSIS-TCA-GLYOX-BYPASS	16044.390725822039	16044.390725822039	4740.300717547262	4740.300717547262	5455.216466316095	5455.216466316095	12538.402081605578	12538.402081605578	11231.019272764579	11231.019272764579	2325.500570663219	2325.500570663219	3962.307626917996	3962.307626917996	5536.220585838095	5536.220585838095	2841.0834003222812	2841.0834003222812
GLYOXYLATE-BYPASS	7845.148155296241	7845.148155296241	3121.1056985337527	3121.1056985337527	2459.195181359461	2459.195181359461	6169.697522029438	6169.697522029438	6624.91671008699	6624.91671008699	1202.8934775274997	1202.8934775274997	1594.6744832130723	1594.6744832130723	2466.799203007247	2466.799203007247	1422.107393240791	1422.107393240791
GOLPDLCAT-PWY	5588.578649626377	5588.578649626377	3887.869231123275	3887.869231123275	2090.7189407300966	2090.7189407300966	2594.8745436602912	2594.8745436602912	4151.592883733809	4151.592883733809	1474.6968151576862	1474.6968151576862	2992.3731927638673	2992.3731927638673	4643.60339132453	4643.60339132453	2992.8611628703607	2992.8611628703607
HCAMHPDEG-PWY	35.19038378147356	35.19038378147356	45.85834982736099	45.85834982736099	80.90975275466731	80.90975275466731	74.03740738279849	74.03740738279849	505.25145813866607	505.25145813866607	7.240528072245776	7.240528072245776	33.63690935579549	33.63690935579549	20.9416166505015	20.9416166505015	19.409959571924446	19.409959571924446
HEME-BIOSYNTHESIS-II	7095.410627698998	7095.410627698998	2001.760371288392	2001.760371288392	2072.3588991732886	2072.3588991732886	5150.583863396259	5150.583863396259	4759.305912310058	4759.305912310058	2456.531860880285	2456.531860880285	2096.2298556600836	2096.2298556600836	1982.8553397972844	1982.8553397972844	1737.7357947636906	1737.7357947636906
HEMESYN2-PWY	11375.66258482179	11375.66258482179	5567.473656292084	5567.473656292084	2780.513691975414	2780.513691975414	6279.866930085583	6279.866930085583	10147.570518990551	10147.570518990551	3155.6671162579164	3155.6671162579164	3134.4635576775663	3134.4635576775663	2806.0401797850845	2806.0401797850845	3420.426318712764	3420.426318712764
HEXITOLDEGSUPER-PWY	14413.578555728885	14413.578555728885	11601.530872480931	11601.530872480931	11949.847948137474	11949.847948137474	16052.431223962105	16052.431223962105	18671.155927565727	18671.155927565727	6022.504771621833	6022.504771621833	12907.865296390624	12907.865296390624	13743.857978913371	13743.857978913371	10272.277917677702	10272.277917677702
HISDEG-PWY	14098.24749204554	14098.24749204554	14518.89742613969	14518.89742613969	16435.505331256005	16435.505331256005	11742.13855040499	11742.13855040499	11820.461233500093	11820.461233500093	6922.775215968663	6922.775215968663	8636.659412773382	8636.659412773382	6597.791151178059	6597.791151178059	6555.261587897283	6555.261587897283
HISTSYN-PWY	60122.77493008958	60122.77493008958	67187.54514833716	67187.54514833716	62843.72601368653	62843.72601368653	55941.05990029483	55941.05990029483	51358.30314045817	51358.30314045817	36149.53540290234	36149.53540290234	69127.37075626812	69127.37075626812	70467.31717106885	70467.31717106885	51841.67709288762	51841.67709288762
HOMOSER-METSYN-PWY	22258.54098990905	22258.54098990905	17859.857246475134	17859.857246475134	16924.221370709936	16924.221370709936	50203.05621255242	50203.05621255242	29106.641478804533	29106.641478804533	16190.787204933424	16190.787204933424	25750.87431697741	25750.87431697741	39495.02607990923	39495.02607990923	16631.642004751186	16631.642004751186
HSERMETANA-PWY	23794.898904525333	23794.898904525333	18773.962866640366	18773.962866640366	17667.15126784923	17667.15126784923	62080.81909417281	62080.81909417281	32462.151620614037	32462.151620614037	17516.231669442263	17516.231669442263	27170.07773859554	27170.07773859554	43675.74119264372	43675.74119264372	17452.03569762627	17452.03569762627
ILEUDEG-PWY	6.98922138740468	6.98922138740468	28.783974164940098	28.783974164940098	0.0	0.0	1.9339271612036992	1.9339271612036992	62.51070555600457	62.51070555600457	0.4271632211797398	0.4271632211797398	0.8100379561006247	0.8100379561006247	2.0048925136336337	2.0048925136336337	2.1477612397132892	2.1477612397132892
ILEUSYN-PWY	79097.30158309717	79097.30158309717	89949.43212335798	89949.43212335798	78201.52379514738	78201.52379514738	75345.6886326619	75345.6886326619	68991.64680973945	68991.64680973945	46311.20118401609	46311.20118401609	84215.27303289049	84215.27303289049	95209.48513149115	95209.48513149115	67497.19628400778	67497.19628400778
KDO-NAGLIPASYN-PWY	193.7058936318538	193.7058936318538	352.63665110281823	352.63665110281823	458.3303851198321	458.3303851198321	19.27974112681675	19.27974112681675	2107.338997307034	2107.338997307034	334.817037595098	334.817037595098	109.7051535258956	109.7051535258956	14.931493757898142	14.931493757898142	158.90371185414372	158.90371185414372
KETOGLUCONMET-PWY	197.30029945290562	197.30029945290562	486.1354345274105	486.1354345274105	120.0852711376604	120.0852711376604	559.940274684867	559.940274684867	838.0364900933567	838.0364900933567	53.862924601307896	53.862924601307896	107.71756605902709	107.71756605902709	43.71392052700407	43.71392052700407	246.33134125719795	246.33134125719795
LACTOSECAT-PWY	1263.2597272367088	1263.2597272367088	1018.5832441174587	1018.5832441174587	253.18812334631352	253.18812334631352	4476.286063997888	4476.286063997888	3781.3212822686464	3781.3212822686464	445.33274748773295	445.33274748773295	412.1836832795374	412.1836832795374	587.9099911360305	587.9099911360305	569.5057439751762	569.5057439751762
LEU-DEG2-PWY	322.8656008308572	322.8656008308572	1753.4469009382792	1753.4469009382792	300.50896900517046	300.50896900517046	483.28208938002297	483.28208938002297	741.688238433379	741.688238433379	272.69326457771257	272.69326457771257	1253.70968488458	1253.70968488458	387.8451634304431	387.8451634304431	388.2994046029989	388.2994046029989
LIPASYN-PWY	3.3071537450369286	3.3071537450369286	343.82410411366874	343.82410411366874	87.689626429429	87.689626429429	3e-15	3e-15	224.30849138728937	224.30849138728937	0.15541403919792054	0.15541403919792054	4.654375715869867	4.654375715869867	8.369137670115752	8.369137670115752	25.374990866010496	25.374990866010496
LPSSYN-PWY	164.39027062075476	164.39027062075476	208.2516624231212	208.2516624231212	184.36410915393012	184.36410915393012	14.296056821278757	14.296056821278757	1392.093685594722	1392.093685594722	317.561461792707	317.561461792707	60.38109531330061	60.38109531330061	7.479849603056759	7.479849603056759	43.74395457533094	43.74395457533094
MET-SAM-PWY	29731.36267192416	29731.36267192416	24824.91552841348	24824.91552841348	23573.85583469712	23573.85583469712	55578.29180925708	55578.29180925708	36767.25783422902	36767.25783422902	21108.740916105784	21108.740916105784	34456.91571142573	34456.91571142573	48751.322173455665	48751.322173455665	22705.907593498898	22705.907593498898
METH-ACETATE-PWY	13020.389193004612	13020.389193004612	11261.586514867251	11261.586514867251	9591.747883397344	9591.747883397344	13503.508268025693	13503.508268025693	16341.25224373853	16341.25224373853	4236.784685875838	4236.784685875838	8209.500056006184	8209.500056006184	14144.77180109443	14144.77180109443	10738.450075833463	10738.450075833463
METHANOGENESIS-PWY	0.5374921254291346	0.5374921254291346	1.629769048733543	1.629769048733543	0.1383685609277659	0.1383685609277659	0.16087096429897854	0.16087096429897854	227.29581216445177	227.29581216445177	254.92432807500975	254.92432807500975	0.8513196123121125	0.8513196123121125	42.65375710162109	42.65375710162109	5.856874920242169	5.856874920242169
METHGLYUT-PWY	533.8466472401955	533.8466472401955	126.00742624819607	126.00742624819607	142.96440313680316	142.96440313680316	25.063964387874353	25.063964387874353	1434.189616702979	1434.189616702979	79.27566631281255	79.27566631281255	30.354940842153344	30.354940842153344	268.042224232539	268.042224232539	22.21200420822743	22.21200420822743
METHYLGALLATE-DEGRADATION-PWY	0.36050587482323915	0.36050587482323915	39.72904729513095	39.72904729513095	1.8399765578725082	1.8399765578725082	21.95707594078134	21.95707594078134	115.07811612757234	115.07811612757234	3.3250166612535197	3.3250166612535197	2.836963722139472	2.836963722139472	6.151832083137451	6.151832083137451	17.71218962611222	17.71218962611222
NAD-BIOSYNTHESIS-II	1400.467591838841	1400.467591838841	4191.41948428652	4191.41948428652	2110.301998893722	2110.301998893722	2312.491085372958	2312.491085372958	5411.734695972144	5411.734695972144	1950.8453563320672	1950.8453563320672	3702.1112085743093	3702.1112085743093	5834.564521050992	5834.564521050992	2200.2205325160226	2200.2205325160226
NADSYN-PWY	200.74715635217171	200.74715635217171	671.357450289172	671.357450289172	41.147474438137365	41.147474438137365	89.37355049676093	89.37355049676093	863.7680438062025	863.7680438062025	68.21148582357094	68.21148582357094	276.48213927097044	276.48213927097044	144.27791503551734	144.27791503551734	471.7801317895497	471.7801317895497
NAGLIPASYN-PWY	13556.791281617327	13556.791281617327	15108.149037304913	15108.149037304913	12369.370399552496	12369.370399552496	5766.722076797972	5766.722076797972	10298.776238622193	10298.776238622193	17934.86555072073	17934.86555072073	9984.077788513994	9984.077788513994	4329.074728553076	4329.074728553076	7538.337935407862	7538.337935407862
NONMEVIPP-PWY	65579.97062460252	65579.97062460252	71964.70635254559	71964.70635254559	68864.50369351316	68864.50369351316	62195.44306905673	62195.44306905673	56777.158528808686	56777.158528808686	42648.29357825599	42648.29357825599	76370.87555684171	76370.87555684171	76932.67737903183	76932.67737903183	59489.33154643418	59489.33154643418
NONOXIPENT-PWY	94111.2757898483	94111.2757898483	112464.94933740632	112464.94933740632	106369.60437478458	106369.60437478458	99382.5447728358	99382.5447728358	86987.22964666187	86987.22964666187	59219.33652638313	59219.33652638313	115716.0597310572	115716.0597310572	132702.85482386834	132702.85482386834	85828.39359795248	85828.39359795248
OANTIGEN-PWY	55532.96781612556	55532.96781612556	58350.12702583607	58350.12702583607	48441.224461991194	48441.224461991194	50050.00036212232	50050.00036212232	47312.43662445734	47312.43662445734	28347.070595064022	28347.070595064022	58367.6792891557	58367.6792891557	64126.931092792394	64126.931092792394	46869.59732802915	46869.59732802915
ORNARGDEG-PWY	54.2298266844211	54.2298266844211	92.55279341315	92.55279341315	115.28064094124585	115.28064094124585	5.745510089843119	5.745510089843119	757.4934591768688	757.4934591768688	39.545319670920904	39.545319670920904	25.66198063562945	25.66198063562945	3.5613407637854313	3.5613407637854313	21.820782808939857	21.820782808939857
ORNDEG-PWY	85.79586088241552	85.79586088241552	146.27678124838815	146.27678124838815	104.76834168247125	104.76834168247125	10.40801511190144	10.40801511190144	692.2689486075495	692.2689486075495	70.70724294492928	70.70724294492928	39.74513028436053	39.74513028436053	57.70579629847688	57.70579629847688	55.06373950688381	55.06373950688381
P101-PWY	66.39487296104994	66.39487296104994	913.0582639431312	913.0582639431312	374.4868164365579	374.4868164365579	149.82731473193112	149.82731473193112	305.4056037028634	305.4056037028634	65.13450054400097	65.13450054400097	421.3540202081473	421.3540202081473	276.4076131366107	276.4076131366107	406.91819794291695	406.91819794291695
P105-PWY	25937.170945140726	25937.170945140726	7975.651665409518	7975.651665409518	10677.907732352269	10677.907732352269	20248.12473428479	20248.12473428479	15683.093162630834	15683.093162630834	4257.153736710052	4257.153736710052	7464.8548434511185	7464.8548434511185	9204.154400272957	9204.154400272957	4914.790925311344	4914.790925311344
P108-PWY	27265.06081485273	27265.06081485273	26783.95961799511	26783.95961799511	23488.71821358462	23488.71821358462	17187.42763699626	17187.42763699626	19472.51414093022	19472.51414093022	9694.766538088386	9694.766538088386	16493.281293024458	16493.281293024458	12459.548348853425	12459.548348853425	12828.97112358413	12828.97112358413
P122-PWY	17158.32889190992	17158.32889190992	18562.67311024901	18562.67311024901	15027.894258106002	15027.894258106002	15181.20092289072	15181.20092289072	16184.907807892661	16184.907807892661	6524.521118433802	6524.521118433802	12234.322961359536	12234.322961359536	16542.046029458623	16542.046029458623	9028.632313918664	9028.632313918664
P124-PWY	33274.87944152105	33274.87944152105	28164.052425111604	28164.052425111604	21929.57573224927	21929.57573224927	23677.538095655673	23677.538095655673	25431.22531313376	25431.22531313376	10402.830628709187	10402.830628709187	28399.124843739923	28399.124843739923	46626.2632728789	46626.2632728789	19821.525199302283	19821.525199302283
P125-PWY	6674.546688172969	6674.546688172969	5860.846702246481	5860.846702246481	8758.802483336827	8758.802483336827	2975.224356845975	2975.224356845975	4183.061957314174	4183.061957314174	2729.4968873109287	2729.4968873109287	4842.683016072353	4842.683016072353	4848.972116052827	4848.972116052827	3309.9368725323925	3309.9368725323925
P161-PWY	59614.720061137035	59614.720061137035	63669.48308865695	63669.48308865695	66758.92859615348	66758.92859615348	64306.16950089164	64306.16950089164	49656.106032171156	49656.106032171156	29122.471251814863	29122.471251814863	79610.12456249252	79610.12456249252	67158.23964971291	67158.23964971291	55448.47984954104	55448.47984954104
P162-PWY	9144.490860276896	9144.490860276896	7374.195850584155	7374.195850584155	6367.078033543539	6367.078033543539	5815.437278736105	5815.437278736105	11299.40874624237	11299.40874624237	2168.471919156881	2168.471919156881	5460.70278563819	5460.70278563819	5615.364221539075	5615.364221539075	7374.857006681074	7374.857006681074
P163-PWY	5998.870098342729	5998.870098342729	6229.959397687191	6229.959397687191	3488.0005651766223	3488.0005651766223	6074.44666262292	6074.44666262292	9982.660950175195	9982.660950175195	2031.3583148749033	2031.3583148749033	6861.937084280479	6861.937084280479	2090.6966614176026	2090.6966614176026	4688.392667740345	4688.392667740345
P164-PWY	19637.527613516817	19637.527613516817	25629.401501047538	25629.401501047538	15754.00751390682	15754.00751390682	19955.117600139805	19955.117600139805	23807.386432999017	23807.386432999017	10487.001684067009	10487.001684067009	20393.366407704852	20393.366407704852	23996.796925474744	23996.796925474744	18926.426534039063	18926.426534039063
P184-PWY	0.5046772435288756	0.5046772435288756	49.53538254599552	49.53538254599552	2.573954408133913	2.573954408133913	30.656307982083767	30.656307982083767	155.6703434512244	155.6703434512244	4.618607866897939	4.618607866897939	3.9645757914217663	3.9645757914217663	8.586637431723773	8.586637431723773	24.003218124087788	24.003218124087788
P221-PWY	9841.871592642361	9841.871592642361	10087.893717243285	10087.893717243285	12306.04226989851	12306.04226989851	9996.77729020068	9996.77729020068	10330.27549196091	10330.27549196091	4240.281711225641	4240.281711225641	16128.382166840816	16128.382166840816	25916.764554254496	25916.764554254496	9166.21281389589	9166.21281389589
P23-PWY	13530.283694974787	13530.283694974787	9028.326121853623	9028.326121853623	6775.060345071574	6775.060345071574	14049.392741874328	14049.392741874328	18876.001452067012	18876.001452067012	4349.212971577772	4349.212971577772	9274.314481510286	9274.314481510286	7469.019741813269	7469.019741813269	4039.954310723228	4039.954310723228
P241-PWY	20.189877005573326	20.189877005573326	45.72446033295477	45.72446033295477	5.158779585199555	5.158779585199555	6.080399236510995	6.080399236510995	10.411928542991822	10.411928542991822	1.9360491698985822	1.9360491698985822	13.560183816228042	13.560183816228042	0.0	0.0	25.78842853607143	25.78842853607143
P261-PWY	435.0069519713798	435.0069519713798	722.3396426386873	722.3396426386873	112.03149908387043	112.03149908387043	470.66459576186367	470.66459576186367	1317.8849257754007	1317.8849257754007	189.65655029664305	189.65655029664305	941.2615459346998	941.2615459346998	163.70500941593428	163.70500941593428	125.04633677790424	125.04633677790424
P281-PWY	172.20446958659176	172.20446958659176	520.8245997773614	520.8245997773614	541.517175931181	541.517175931181	163.81411947805046	163.81411947805046	130.45822265258244	130.45822265258244	488.6615033808288	488.6615033808288	72.52437242885983	72.52437242885983	126.1514641894363	126.1514641894363	532.7837439114194	532.7837439114194
P341-PWY	559.2208872878995	559.2208872878995	693.4347808784677	693.4347808784677	441.87590897244985	441.87590897244985	770.664156380625	770.664156380625	789.1012249511717	789.1012249511717	213.0186619714992	213.0186619714992	1025.370592445017	1025.370592445017	2481.393453495198	2481.393453495198	793.6790643859036	793.6790643859036
P381-PWY	8404.97794266112	8404.97794266112	1199.9268269223803	1199.9268269223803	3111.641329997184	3111.641329997184	7679.516932482322	7679.516932482322	6756.926261098722	6756.926261098722	2669.6625204819206	2669.6625204819206	4215.473839506143	4215.473839506143	6551.228904227949	6551.228904227949	1893.379419643732	1893.379419643732
P4-PWY	41899.910443690795	41899.910443690795	37894.422937327625	37894.422937327625	39043.844823415806	39043.844823415806	50328.32658434695	50328.32658434695	41416.237299813525	41416.237299813525	24807.209839376024	24807.209839376024	48593.37562500793	48593.37562500793	54072.198512783165	54072.198512783165	34073.57889961108	34073.57889961108
P42-PWY	40014.44503619928	40014.44503619928	44123.312397244576	44123.312397244576	40496.83193548785	40496.83193548785	28210.839840617016	28210.839840617016	31743.8103568599	31743.8103568599	32872.221367252416	32872.221367252416	26071.13682765809	26071.13682765809	19036.63614731808	19036.63614731808	19075.45752882208	19075.45752882208
P441-PWY	34548.644879886415	34548.644879886415	35110.90058033432	35110.90058033432	28650.73263373588	28650.73263373588	30945.638968864758	30945.638968864758	34255.57672564509	34255.57672564509	15536.107227338407	15536.107227338407	34292.4571109632	34292.4571109632	30972.110558558335	30972.110558558335	30957.505123034363	30957.505123034363
P461-PWY	10456.633041992873	10456.633041992873	10587.059416118069	10587.059416118069	9395.0686864794	9395.0686864794	6939.137855400062	6939.137855400062	10557.0746111766	10557.0746111766	3665.409914255645	3665.409914255645	10629.884263298836	10629.884263298836	8512.404679079418	8512.404679079418	7399.9457652016945	7399.9457652016945
P562-PWY	7700.837575285779	7700.837575285779	4338.2011625900805	4338.2011625900805	7055.374318569157	7055.374318569157	8181.623379112158	8181.623379112158	5700.734992364212	5700.734992364212	1804.2624428394856	1804.2624428394856	5283.92650097632	5283.92650097632	4529.764596404338	4529.764596404338	3445.621988565147	3445.621988565147
P621-PWY	0.026080055867985872	0.026080055867985872	32.621878657615	32.621878657615	0.0	0.0	9.034734006454718e-05	9.034734006454718e-05	1.7865794573466696	1.7865794573466696	0.00010054022821073686	0.00010054022821073686	0.9003631116721357	0.9003631116721357	9.188100355360191	9.188100355360191	12.784881644162425	12.784881644162425
PANTO-PWY	38098.03426646266	38098.03426646266	42837.90242347604	42837.90242347604	30153.877179600855	30153.877179600855	26067.401943817942	26067.401943817942	32196.987765044203	32196.987765044203	23867.736718161363	23867.736718161363	30802.22025325771	30802.22025325771	42705.908597143825	42705.908597143825	26680.43671978306	26680.43671978306
PANTOSYN-PWY	42871.76780749994	42871.76780749994	46821.29603572553	46821.29603572553	36503.7260162499	36503.7260162499	33051.63742917419	33051.63742917419	36188.26328421781	36188.26328421781	28315.85026491683	28315.85026491683	38006.09515338892	38006.09515338892	48710.733146850755	48710.733146850755	31157.344554151274	31157.344554151274
PENTOSE-P-PWY	19453.43188254958	19453.43188254958	25017.665304605118	25017.665304605118	23941.364643588604	23941.364643588604	20214.751513715702	20214.751513715702	20335.680722392703	20335.680722392703	8629.163957364157	8629.163957364157	13911.034771869045	13911.034771869045	16415.731843299076	16415.731843299076	10265.100359465849	10265.100359465849
PEPTIDOGLYCANSYN-PWY	65421.548523591584	65421.548523591584	68895.66778188662	68895.66778188662	67635.9555444955	67635.9555444955	64222.610533432555	64222.610533432555	58489.03582485901	58489.03582485901	40449.730187000256	40449.730187000256	76888.61988589924	76888.61988589924	74612.35714155046	74612.35714155046	58113.34336163272	58113.34336163272
PHOSLIPSYN-PWY	74147.4295818588	74147.4295818588	78322.12603060257	78322.12603060257	76071.75210998439	76071.75210998439	65253.69785812962	65253.69785812962	63221.821098081295	63221.821098081295	41822.67407793223	41822.67407793223	86860.05885054744	86860.05885054744	86690.26518020734	86690.26518020734	65966.23605499024	65966.23605499024
POLYAMINSYN3-PWY	8538.692606836288	8538.692606836288	5623.890028450342	5623.890028450342	4315.732171963038	4315.732171963038	8427.0242208858	8427.0242208858	11011.650134629928	11011.650134629928	4640.936482567469	4640.936482567469	17081.779865766955	17081.779865766955	8584.1851719654	8584.1851719654	9873.932763008203	9873.932763008203
POLYAMSYN-PWY	11438.583050580824	11438.583050580824	7630.515588507633	7630.515588507633	6803.024263843899	6803.024263843899	8552.606885574716	8552.606885574716	12911.08485402576	12911.08485402576	4600.943488477778	4600.943488477778	18417.390214606417	18417.390214606417	8155.585470200259	8155.585470200259	9984.016363093893	9984.016363093893
POLYISOPRENSYN-PWY	27870.840704099483	27870.840704099483	33047.765256920924	33047.765256920924	27740.89418588863	27740.89418588863	22410.637703009463	22410.637703009463	25973.48835858606	25973.48835858606	28515.010018612233	28515.010018612233	20039.449562151913	20039.449562151913	21067.360856241372	21067.360856241372	16615.414411006994	16615.414411006994
PPGPPMET-PWY	844.2043400476971	844.2043400476971	3316.413609244169	3316.413609244169	1551.203608217459	1551.203608217459	752.5902603191133	752.5902603191133	5275.523411797772	5275.523411797772	1112.097122843918	1112.097122843918	1972.643674110509	1972.643674110509	2330.485656660744	2330.485656660744	2305.3720394730217	2305.3720394730217
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	181.0414575210921	181.0414575210921	1787.461259400969	1787.461259400969	163.78865289143636	163.78865289143636	165.90425392559575	165.90425392559575	419.52890614218825	419.52890614218825	452.8587101773516	452.8587101773516	69.42167615282416	69.42167615282416	675.5979252166072	675.5979252166072	188.7024919053816	188.7024919053816
PRPP-PWY	30155.763601720824	30155.763601720824	22281.670897796117	22281.670897796117	21040.120314903204	21040.120314903204	26118.196753596232	26118.196753596232	25736.680673019375	25736.680673019375	14421.2254762257	14421.2254762257	19475.23609071476	19475.23609071476	15666.704540119052	15666.704540119052	13244.031427341091	13244.031427341091
PWY-1269	18398.452529518054	18398.452529518054	20978.966908176186	20978.966908176186	19982.698577210413	19982.698577210413	9325.570247892967	9325.570247892967	13455.995690287946	13455.995690287946	20126.876375461856	20126.876375461856	16348.027806086075	16348.027806086075	15170.689389693922	15170.689389693922	12756.799248506779	12756.799248506779
PWY-1361	0.0	0.0	12.199315245199317	12.199315245199317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	49.01901415123023	49.01901415123023	230.53683582594692	230.53683582594692	9.962519980099247	9.962519980099247	20.22369334093865	20.22369334093865	101.83972828246934	101.83972828246934	17.774470980213668	17.774470980213668	148.71746381793824	148.71746381793824	33.00622677130368	33.00622677130368	144.2319181642613	144.2319181642613
PWY-1501	0.015970205594923605	0.015970205594923605	21.542014366403635	21.542014366403635	0.43155996209893144	0.43155996209893144	2.07612011806778	2.07612011806778	2.407836642000577	2.407836642000577	11.503165863741762	11.503165863741762	0.4486111630847458	0.4486111630847458	11.267189537160283	11.267189537160283	4.230030567350343	4.230030567350343
PWY-1541	351.2672371287894	351.2672371287894	722.5988579665578	722.5988579665578	7.5984814276092925	7.5984814276092925	1.6263740395942996	1.6263740395942996	1045.4622207799696	1045.4622207799696	42.14602464211021	42.14602464211021	17.49314478198408	17.49314478198408	74.52354263761457	74.52354263761457	188.32389655393902	188.32389655393902
PWY-1622	1049.7460726808438	1049.7460726808438	1660.8094953026657	1660.8094953026657	61.57024425462661	61.57024425462661	238.69611324264122	238.69611324264122	2215.6097518150973	2215.6097518150973	1081.540622490957	1081.540622490957	202.97746498144818	202.97746498144818	2275.1130685622848	2275.1130685622848	812.0608575010071	812.0608575010071
PWY-181	9775.187511342658	9775.187511342658	4213.091133653484	4213.091133653484	100.04948742269085	100.04948742269085	457.06688366362505	457.06688366362505	7124.977032530223	7124.977032530223	3130.5003580949797	3130.5003580949797	341.2584254071508	341.2584254071508	4537.2785134705255	4537.2785134705255	1630.6347623243803	1630.6347623243803
PWY-1861	7956.402002374442	7956.402002374442	18139.755206466598	18139.755206466598	4502.3897167789355	4502.3897167789355	23909.024991399863	23909.024991399863	11763.670339689921	11763.670339689921	6585.380470592721	6585.380470592721	5760.071230443152	5760.071230443152	13403.923068075155	13403.923068075155	8721.698824090588	8721.698824090588
