# Constructed from biom file
#OTU ID	SRR13247365	SRR13247365C	SRR13247372	SRR13247372C	SRR13247410	SRR13247410C	SRR13247414	SRR13247414C	SRR13247420	SRR13247420C	SRR13247432	SRR13247432C	SRR13247439	SRR13247439C	SRR13247459	SRR13247459C	SRR13247464	SRR13247464C
COMPLETE-ARO-PWY	68971.1146218987	68971.1146218987	75406.76722782623	75406.76722782623	70114.34993406909	70114.34993406909	63659.0903166077	63659.0903166077	60295.60677991142	60295.60677991142	41645.45886501031	41645.45886501031	79142.60869359995	79142.60869359995	82057.11062123875	82057.11062123875	63085.298926909025	63085.298926909025
CRNFORCAT-PWY	5006.52182787554	5006.52182787554	1141.3345413909915	1141.3345413909915	11.52910376587887	11.52910376587887	0.9883033379390066	0.9883033379390066	1627.6809442148262	1627.6809442148262	0.5890457610697623	0.5890457610697623	28.509353748935073	28.509353748935073	77.45147272580441	77.45147272580441	301.33684327280326	301.33684327280326
DAPLYSINESYN-PWY	56102.42750717192	56102.42750717192	61809.447144806385	61809.447144806385	55821.451441210374	55821.451441210374	57374.634088633786	57374.634088633786	52039.393052005194	52039.393052005194	30271.831646713024	30271.831646713024	62828.86472955243	62828.86472955243	71210.18277818608	71210.18277818608	50372.656729193055	50372.656729193055
DENITRIFICATION-PWY	31.697966905408155	31.697966905408155	187.50941333918325	187.50941333918325	30.779502010872815	30.779502010872815	22.51144462412464	22.51144462412464	191.98686660908254	191.98686660908254	106.57944202306757	106.57944202306757	37.58491938733651	37.58491938733651	162.18319385076006	162.18319385076006	95.76022765022583	95.76022765022583
DENOVOPURINE2-PWY	37074.685154618004	37074.685154618004	35077.59224842365	35077.59224842365	27871.26327450593	27871.26327450593	41183.039016219016	41183.039016219016	41129.47419659504	41129.47419659504	27322.045712400097	27322.045712400097	34905.083843493645	34905.083843493645	25002.67732993404	25002.67732993404	26301.666746707473	26301.666746707473
DHGLUCONATE-PYR-CAT-PWY	0.03747052142234963	0.03747052142234963	14.169873545068254	14.169873545068254	0.0	0.0	0.00012983229441850775	0.00012983229441850775	22.275708855121216	22.275708855121216	0.015918715192084692	0.015918715192084692	0.0002739838446434369	0.0002739838446434369	0.0006781250623315067	0.0006781250623315067	0.0007264660247780742	0.0007264660247780742
DTDPRHAMSYN-PWY	69839.90904354572	69839.90904354572	78202.07136612949	78202.07136612949	86034.03548330904	86034.03548330904	53747.428826598974	53747.428826598974	50525.70100159252	50525.70100159252	47672.89444444049	47672.89444444049	79434.94603810331	79434.94603810331	76258.54706270713	76258.54706270713	63454.21164218036	63454.21164218036
ECASYN-PWY	60.714170758764865	60.714170758764865	84.59781562771191	84.59781562771191	142.50287933218448	142.50287933218448	4.581591563644984	4.581591563644984	765.169440734157	765.169440734157	104.36381965928622	104.36381965928622	22.382844486435996	22.382844486435996	3.2374969440510357	3.2374969440510357	15.283823534735006	15.283823534735006
ENTBACSYN-PWY	291.471776370229	291.471776370229	527.2748379801513	527.2748379801513	364.85130117982993	364.85130117982993	118.66107112939754	118.66107112939754	2667.704277886978	2667.704277886978	983.4852764529878	983.4852764529878	92.11181686046834	92.11181686046834	1206.711820404185	1206.711820404185	237.2879208811851	237.2879208811851
FAO-PWY	11815.683859236186	11815.683859236186	6456.938909990748	6456.938909990748	1484.1962688304745	1484.1962688304745	2476.2389225175834	2476.2389225175834	10175.515003778375	10175.515003778375	1612.018019594358	1612.018019594358	2667.048714669942	2667.048714669942	2488.841827120727	2488.841827120727	3128.979724086472	3128.979724086472
FASYN-ELONG-PWY	39327.00770199091	39327.00770199091	39154.10465815999	39154.10465815999	33468.76234414856	33468.76234414856	24641.09116323089	24641.09116323089	29977.981074813488	29977.981074813488	31131.42343677161	31131.42343677161	27227.667719615987	27227.667719615987	18283.39890514519	18283.39890514519	18029.118008553123	18029.118008553123
FASYN-INITIAL-PWY	18633.53062190067	18633.53062190067	10946.58796882967	10946.58796882967	22566.663768115697	22566.663768115697	9429.183498559047	9429.183498559047	12897.470193256911	12897.470193256911	23503.729482131137	23503.729482131137	13693.29027460825	13693.29027460825	5912.540543528764	5912.540543528764	10353.777303727678	10353.777303727678
FERMENTATION-PWY	41905.2977393064	41905.2977393064	44829.091649589274	44829.091649589274	46637.39904208969	46637.39904208969	34285.450156267274	34285.450156267274	33451.66681397855	33451.66681397855	23870.60121384133	23870.60121384133	33068.36967459126	33068.36967459126	24923.059889169792	24923.059889169792	22939.96299385505	22939.96299385505
FOLSYN-PWY	28562.656106639064	28562.656106639064	31947.608382098955	31947.608382098955	27449.442009063154	27449.442009063154	25582.622129372372	25582.622129372372	34547.164995169354	34547.164995169354	26241.479869061666	26241.479869061666	25612.23756255907	25612.23756255907	23892.834677020586	23892.834677020586	23253.99102342935	23253.99102342935
FUC-RHAMCAT-PWY	7479.102134201419	7479.102134201419	9642.699704598026	9642.699704598026	9861.858332812026	9861.858332812026	8869.43630828791	8869.43630828791	10768.097025560299	10768.097025560299	5495.236519225794	5495.236519225794	8175.586765390712	8175.586765390712	12069.539230778086	12069.539230778086	7262.126922392306	7262.126922392306
FUCCAT-PWY	7967.896536863968	7967.896536863968	9926.28395269794	9926.28395269794	9821.85321851729	9821.85321851729	8958.014452134066	8958.014452134066	10777.01910232207	10777.01910232207	4169.392266303239	4169.392266303239	8964.744488114828	8964.744488114828	16933.799323406158	16933.799323406158	8725.940547592298	8725.940547592298
GALACT-GLUCUROCAT-PWY	19569.29023766346	19569.29023766346	22556.584875327695	22556.584875327695	30763.266671898753	30763.266671898753	17953.01971858245	17953.01971858245	16544.737005850693	16544.737005850693	20284.70223582472	20284.70223582472	26545.563969801522	26545.563969801522	29459.16505597117	29459.16505597117	21198.098747080476	21198.098747080476
GALACTARDEG-PWY	2741.1477455734716	2741.1477455734716	3693.859394025215	3693.859394025215	2092.8806424978306	2092.8806424978306	1614.7938756668598	1614.7938756668598	5314.840113956073	5314.840113956073	1104.5316737915787	1104.5316737915787	1926.1842235122297	1926.1842235122297	2621.0253087263713	2621.0253087263713	1732.9442557645098	1732.9442557645098
GALACTUROCAT-PWY	26415.610164659236	26415.610164659236	33964.741612355545	33964.741612355545	38694.19492787067	38694.19492787067	23735.489281371676	23735.489281371676	23646.061136632426	23646.061136632426	25944.836024951885	25944.836024951885	36721.553153037035	36721.553153037035	39657.5142042596	39657.5142042596	28976.487299901233	28976.487299901233
GALLATE-DEGRADATION-I-PWY	0.2884048332737966	0.2884048332737966	31.784624252773472	31.784624252773472	1.4719846495672695	1.4719846495672695	17.566281299361812	17.566281299361812	92.07830770144584	92.07830770144584	2.660037898129919	2.660037898129919	2.2695788560754275	2.2695788560754275	4.921497986471959	4.921497986471959	14.17011058314959	14.17011058314959
